AC01,AD01,AD03,AD10,AD10_09,AD11,BP03_03,BP03_04,BP03_05,BP03_06,BP03_07,BP03_08,BP03_09,BP03_10,BP03_11,BP03_12,BP03_13,BP03_14,BP04,BP05,BP06,BP07,BP08,CH01_01,CH01_02,CH01_03,CH01_04,CH01_05,CH02,CH02_01,CH02_02,CH02_03,CH02_04,CH02_05,CH03,CH04,DI02,DI03,DI04,DI05,DI06,DI07,DI08,DI09,DJ01,DJ02,DJ03,DJ04,DJ06,DJ07,DJ09,DJ10,DK01,DK02,DK03,DK05,DK06,DK07,DK09,DK10,DL01,DL02,DL03,DL04,DL05,DL06,DL08,DL09,DM01,DM02,DM03,DM04,DM05,DM06,DM08,DM09,DN01,DN02,DN03,DN04,DN05,DN06,DN08,DN09,EE01_CP,EE01,FS05_01,FS06_01,FS08,FS09_03,FS09_04,FS09_05,FS09_06,FS09_07,FS09_08,FS09_09,FS09_10,FS09_11,FS09_12,FS09_13,FS09_14,TIME_SUM,FINISHED
2,1.0,5.0,8.0,,3.0,5.0,3.0,4.0,1.0,5.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,27.0,1.0,"nothing, no source was named","nothing, no source was named",3.0,4.0,3.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,4.0,2.0,5.0,929,1
2,2.0,3.0,4.0,,3.0,4.0,2.0,3.0,3.0,5.0,3.0,5.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,5.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,1.0,1.0,4.0,3.0,4.0,5.0,2.0,5.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,28.0,2.0,Especially the use of technical terms and the more information was given,technical terms and the amount of information,3.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,2.0,1.0,1.0,3.0,4.0,1385,1
2,1.0,3.0,4.0,,3.0,5.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,28.0,1.0,if i have heard something similar somewhere before,longer/more complicated words seemed more AI generated than not,5.0,5.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,849,1
2,1.0,3.0,4.0,,3.0,3.0,2.0,4.0,2.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,"All of the content was not very believable to me, because there were no sources given","All of the content was not very credible to me, because there were no sources given",3.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,1001,1
2,1.0,3.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0
2,1.0,2.0,4.0,,2.0,5.0,4.0,5.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,29.0,2.0,"believable because of the content, addressing problems of climate change or the educational system",e.g. enumerations of issues,5.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,5.0,969,1
2,1.0,3.0,4.0,,3.0,5.0,3.0,5.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,1.0,4.0,4.0,5.0,4.0,2.0,4.0,30.0,1.0,If it aligned with what I know as facts,No idea,4.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,4.0,4.0,5.0,702,1
2,3.0,3.0,4.0,,3.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,30.0,2.0,Mostly my previous opinions I would say,"There are no statistics, fact checks or sources so really it was not very credible in my opinion, I just went by what I thought to know about the topics.",5.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,5.0,988,1
2,1.0,3.0,4.0,,3.0,5.0,4.0,4.0,1.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,31.0,2.0,"Since I have heard these notions from multiple sources (e.g. scientists, politicians), I think they are believable.","Specific arguments which I have heard before, made the content more credible.",4.0,5.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,1015,1
2,1.0,3.0,4.0,,3.0,5.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,1.0,1.0,5.0,4.0,4.0,5.0,2.0,5.0,31.0,1.0,"complexity of the vocabulary and sentence structure, as well as listings",Whether the facts seemed logical and the emotionality,4.0,5.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,922,1
2,1.0,3.0,4.0,,3.0,5.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,32.0,2.0,Unbelievable if the content is presented in a very dramatic way ,when the conetct is wirtten in formal language ,4.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,897,1
2,1.0,3.0,4.0,,3.0,5.0,3.0,3.0,1.0,5.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,5.0,4.0,2.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,4.0,5.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,1.0,5.0,32.0,1.0,"Whether reasoning is used, that I know is true and whether the content supports my existing opinion.",Naming sources and more specific data would have made it more credible.,5.0,5.0,3.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,5.0,1377,1
